"","X","budget","id","original_language","popularity","release_date","revenue","title","vote_average","vote_count","genre","production","country","principal_actor","secondary_actor"
"1341",1341,3.7e+07,138832,"en",67.3859622,"2013-08-07",369284902.7,"We're the Millers",6.8,3040.9,"Crime","Vincent Newman Entertainment","United States of America","Jason Sudeikis","Jennifer Aniston"
"1342",1342,36500000,16911,"ru",2.785832,"2008-12-18",21834845,"The Inhabited Island",5.3,23,"Thriller","Telekanal STS","Russia","Vasily Stepanov","Pyotr Fyodorov"
"1343",1343,3.6e+07,2163,"en",9.176339,"1997-05-02",50159144,"Breakdown",6.6,198,"Thriller","Spelling Films","United States of America","Kurt Russell","J. T. Walsh"
"1344",1344,3.6e+07,36670,"en",23.380757,"1983-10-07",1.6e+08,"Never Say Never Again",5.8,338,"Thriller","Woodcote","United States of America","Sean Connery","Kim Basinger"
"1345",1345,3.6e+07,23048,"en",33.926473,"2010-03-26",64572262,"Hot Tub Time Machine",6,894,"Science Fiction","United Artists","United States of America","John Cusack","Lizzy Caplan"
"1346",1346,3.6e+07,227735,"en",6.967857,"2014-09-12",52424533,"Dolphin Tale 2",6.7,96,"Family","St. Petersburg Clearwater Film Commission","United States of America","Morgan Freeman","Ashley Judd"
"1347",1347,4.2e+07,2155,"en",11.470135,"2000-02-25",32168970,"Reindeer Games",5.4,173,"Thriller","Marty Katz Productions","United States of America","Ben Affleck","Gary Sinise"
"1348",1348,3.6e+07,8409,"en",19.854932,"2003-04-04",44350926,"A Man Apart",5.8,258,"Drama","Newman/Tooley Films","United States of America","Vin Diesel","Larenz Tate"
"1349",1349,3.7e+07,222936,"en",29.652536,"2015-05-27",26250020,"Aloha",5.2,692,"Romance","Vinyl Films","United States of America","Bradley Cooper","Emma Stone"
"1350",1350,0,31908,"en",8.102925,"1996-12-20",0,"Ghosts of Mississippi",6.2,40,"History","Columbia Pictures","United States of America","Alec Baldwin","James Woods"
"1351",1351,0,10219,"en",2.79483,"1999-12-22",0,"Snow Falling on Cedars",6.3,32,"Romance","Universal Pictures","United States of America","Ethan Hawke","Youki Kudoh"
"1352",1352,3.7e+07,48171,"en",11.492474,"2011-01-28",96047633,"The Rite",5.8,556,"Thriller","Rome Film Commission","United States of America","Anthony Hopkins","Colin O'Donoghue"
"1353",1353,3.6e+07,782,"en",67.3859622,"1997-09-07",12532777,"Gattaca",7.5,3040.9,"Thriller","Jersey Films","United States of America","Ethan Hawke","Jude Law"
"1354",1354,3.6e+07,75531,"de",1.068453,"2000-01-28",3003296,"Isn't She Great",4.6,14,"Drama","Universal Pictures","United States of America","Bette Midler","Nathan Lane"
"1355",1355,3.7e+07,11802,"en",6.293217,"2008-07-17",63800345,"Space Chimps",5.2,99,"Family","Vanguard Animation","United States of America","Andy Samberg","Cheryl Hines"
"1356",1356,0,9776,"en",3.457194,"2003-01-01",0,"Head of State",5.3,71,"Comedy","DreamWorks SKG","United States of America","Chris Rock","Bernie Mac"
"1357",1357,3.5e+07,18785,"en",67.3859622,"2009-06-05",369284902.7,"The Hangover",7.2,3040.9,"Comedy","Warner Bros.","United States of America","Bradley Cooper","Ed Helms"
"1358",1358,3.6e+07,365222,"cn",19.167377,"2015-12-19",156844753,"Ip Man 3",6.5,379,"History","Mandarin Films Distribution Co.","Hong Kong","Donnie Yen","Lynn Hung"
"1359",1359,3.3e+07,817,"en",18.316151,"1999-06-08",369284902.7,"Austin Powers: The Spy Who Shagged Me",6.2,1011,"Science Fiction","New Line Cinema","United States of America","Mike Myers","Heather Graham"
"1360",1360,3.5e+07,268,"en",44.104469,"1989-06-23",369284902.7,"Batman",7,3040.9,"Fantasy","Warner Bros.","United States of America","Jack Nicholson","Michael Keaton"
"1361",1361,0,45054,"en",6.668679,"2011-03-25",0,"There Be Dragons",5.9,27,"Drama",NA,NA,"Charlie Cox","Dougray Scott"
"1362",1362,3.5e+07,943,"en",36.172182,"1992-05-15",369284902.7,"Lethal Weapon 3",6.4,811,"Thriller","Warner Bros.","United States of America","Mel Gibson","Danny Glover"
"1363",1363,2.9e+07,22881,"en",25.767395,"2009-11-20",369284902.7,"The Blind Side",7.2,1597,"Drama","Zucker/Netter Productions","United States of America","Sandra Bullock","Quinton Aaron"
"1364",1364,3.5e+07,10054,"en",21.543389,"2001-03-18",147934180,"Spy Kids",5.5,867,"Family","Troublemaker Studios","United States of America","Alexa PenaVega","Daryl Sabara"
"1365",1365,3.5e+07,51540,"en",50.309843,"2011-07-08",1.17e+08,"Horrible Bosses",6.5,3040.9,"Crime","Rat Entertainment","United States of America","Jennifer Aniston","Jason Bateman"
"1366",1366,3.8e+07,44264,"en",49.292384,"2010-12-22",369284902.7,"True Grit",7.2,1668,"Western","Skydance Productions","United States of America","Jeff Bridges","Matt Damon"
"1367",1367,3.5e+07,350,"en",67.3859622,"2006-06-30",369284902.7,"The Devil Wears Prada",7,3040.9,"Romance","Twentieth Century Fox Film Corporation","United States of America","Meryl Streep","Anne Hathaway"
"1368",1368,3.5e+07,152,"en",24.616634,"1979-12-06",1.39e+08,"Star Trek: The Motion Picture",6.2,530,"Science Fiction","Paramount Pictures","United States of America","William Shatner","Leonard Nimoy"
"1369",1369,3.5e+07,109431,"en",34.005726,"2013-02-07",173965010,"Identity Thief",5.6,1645,"Crime","Stuber Productions","United States of America","Jason Bateman","Melissa McCarthy"
"1370",1370,3.5e+07,1598,"en",27.714043,"1991-11-15",182300000,"Cape Fear",7,675,"Thriller","Universal Pictures","United States of America","Robert De Niro","Nick Nolte"
"1371",1371,3.5e+07,8065,"en",45.149948,"2008-03-27",69823199,"21",6.5,1375,"Drama","Relativity Media","United States of America","Jim Sturgess","Kevin Spacey"
"1372",1372,3.5e+07,271718,"en",67.3859622,"2015-07-17",140795793,"Trainwreck",5.9,1181,"Comedy","Universal Pictures","United States of America","Amy Schumer","Bill Hader"
"1373",1373,3.5e+07,11638,"en",3.74263,"2005-03-25",68915888,"Guess Who",5.5,225,"Romance","Tall Trees Productions","United States of America","Bernie Mac","Ashton Kutcher"
"1374",1374,2.7e+07,409,"en",29.381878,"1996-11-14",231976425,"The English Patient",7,542,"War","Tiger Moth Productions","United States of America","Ralph Fiennes","Juliette Binoche"
"1375",1375,3.5e+07,2118,"en",24.860326,"1997-09-19",126216940,"L.A. Confidential",7.7,1310,"Thriller","Wolper Organization","United States of America","Kevin Spacey","Guy Pearce"
"1376",1376,3.5e+07,11459,"en",11.041659,"2005-07-29",86369815,"Sky High",5.8,550,"Family","Walt Disney Pictures","United States of America","Michael Angarano","Kurt Russell"
"1377",1377,3.5e+07,10806,"en",11.897925,"1997-09-10",0,"In & Out",6.3,177,"Romance","Spelling Films","United States of America","Kevin Kline","Joan Cusack"
"1378",1378,3.5e+07,9348,"en",23.607071,"1995-07-07",113374103,"Species",5.5,453,"Science Fiction","Metro-Goldwyn-Mayer (MGM)","United States of America","Natasha Henstridge","Ben Kingsley"
"1379",1379,1800000,377,"en",38.204158,"1984-11-14",25504513,"A Nightmare on Elm Street",7.2,1180,"Horror","Smart Egg Pictures","United States of America","John Saxon","Ronee Blakley"
"1380",1380,3.3e+07,8843,"en",25.413955,"2000-08-17",104155843,"The Cell",6,436,"Thriller","Radical Media","United States of America","Jennifer Lopez","Vincent D'Onofrio"
"1381",1381,0,9313,"en",28.98027,"1998-03-12",0,"The Man in the Iron Mask",6.3,1018,"Drama","United Artists Corporation","United States of America","Leonardo DiCaprio","Jeremy Irons"
"1382",1382,3.5e+07,39486,"en",9.525037,"2010-08-20",60251371,"Secretariat",6.8,103,"Drama","Walt Disney Pictures","United States of America","Diane Lane","John Malkovich"
"1383",1383,3.4e+07,1273,"en",18.39217,"2007-03-23",95608995,"TMNT",6,345,"Family","Warner Bros.","United States of America","Chris Evans","Sarah Michelle Gellar"
"1384",1384,3.2e+07,13920,"en",9.254647,"2003-10-24",52277485,"Radio",6.8,141,"Drama","Tollin/Robbins Productions","United States of America","Cuba Gooding Jr.","Ed Harris"
"1385",1385,3.5e+07,50544,"en",40.526587,"2011-07-21",150483765,"Friends with Benefits",6.5,3040.9,"Romance","Screen Gems","United States of America","Justin Timberlake","Mila Kunis"
"1386",1386,3.5e+07,325133,"en",50.179171,"2016-05-04",108758521,"Neighbors 2: Sorority Rising",5.6,1462,"Comedy","Universal Pictures","United States of America","Seth Rogen","Rose Byrne"
"1387",1387,3.5e+07,140823,"en",31.957947,"2013-11-16",112544580,"Saving Mr. Banks",7.3,1226,"History","Walt Disney Pictures","United States of America","Emma Thompson","Tom Hanks"
"1388",1388,3.4e+07,1883,"en",19.822791,"1992-11-18",48169908,"Malcolm X",7.2,370,"History","Warner Bros.","United States of America","Denzel Washington","Angela Bassett"
"1389",1389,3.5e+07,89492,"en",38.429648,"2012-12-20",88058786,"This Is 40",5.6,896,"Comedy","Apatow Productions","United States of America","Paul Rudd","Leslie Mann"
"1390",1390,3.5e+07,22949,"en",13.707843,"2009-11-24",92219310,"Old Dogs",5.2,210,"Family","Walt Disney Pictures","United States of America","Robin Williams","John Travolta"
"1391",1391,3.5e+07,12437,"en",51.927471,"2009-01-22",91353501,"Underworld: Rise of the Lycans",6.2,1428,"Thriller","UW3 Film Productions","United States of America","Bill Nighy","Michael Sheen"
"1392",1392,3.5e+07,2959,"en",14.503568,"2007-07-04",69307224,"License to Wed",5.2,253,"Comedy","Warner Bros.","United States of America","Robin Williams","Mandy Moore"
"1393",1393,0,9957,"en",6.74556,"2006-04-07",0,"The Benchwarmers",5.2,242,"Comedy","Revolution Studios","United States of America","Jon Heder","Rob Schneider"
"1394",1394,3e+07,11648,"en",11.120167,"2005-07-21",58405313,"Must Love Dogs",5.8,140,"Romance","Warner Bros.","United States of America","Diane Lane","John Cusack"
"1395",1395,3.5e+07,9366,"en",40.370442,"1997-02-27",41954997,"Donnie Brasco",7.4,1147,"Thriller","TriStar Pictures","United States of America","Johnny Depp","Al Pacino"
"1396",1396,3.3e+07,1576,"en",40.715623,"2002-03-15",102984862,"Resident Evil",6.4,3040.9,"Science Fiction","New Legacy","United States of America","Milla Jovovich","Michelle Rodriguez"
"1397",1397,10700000,609,"en",36.230204,"1982-06-04",122200000,"Poltergeist",7,794,"Horror","SLM Production Group","United States of America","Craig T. Nelson","JoBeth Williams"
"1398",1398,0,5516,"en",23.666229,"2004-03-25",0,"The Ladykillers",6,415,"Thriller","Touchstone Pictures","United States of America","Tom Hanks","Irma P. Hall"
"1399",1399,3.5e+07,13051,"en",25.903237,"2008-10-15",85416905,"Max Payne",5.2,613,"Action","Foxtor Productions","United States of America","Mark Wahlberg","Mila Kunis"
"1400",1400,4e+07,49530,"en",60.231382,"2011-10-27",173930596,"In Time",6.7,3040.9,"Thriller","Strike Entertainment","United States of America","Justin Timberlake","Amanda Seyfried"
"1401",1401,3.5e+07,34806,"en",18.38292,"2010-04-23",77477008,"The Back-Up Plan",5.7,458,"Romance","Escape Artists","United States of America","Jennifer Lopez","Alex O'Loughlin"
"1402",1402,3.5e+07,49022,"en",14.029012,"2011-05-05",59901913,"Something Borrowed",5.9,296,"Romance","Wild Ocean Films","United States of America","Kate Hudson","Ginnifer Goodwin"
"1403",1403,0,11469,"en",15.913783,"2001-11-21",0,"Black Knight",5.1,287,"Fantasy","Twentieth Century Fox Film Corporation","United States of America","Martin Lawrence","Marsha Thomason"
"1404",1404,3.5e+07,23479,"en",6.889633,"1976-04-07",35323292,"The Bad News Bears",6.9,97,"Family","Paramount Pictures","United States of America","Walter Matthau","Tatum O'Neal"
"1405",1405,3.5e+07,11667,"en",19.286099,"1994-12-22",99423521,"Street Fighter",4.1,325,"Thriller","Universal Pictures","United States of America","Jean-Claude Van Damme","Raúl Juliá"
"1406",1406,3.5e+07,423,"en",50.587541,"2002-09-24",120072577,"The Pianist",8,3040.9,"War","Telewizja Polska (TVP)","United Kingdom","Adrien Brody","Thomas Kretschmann"
"1407",1407,3.5e+07,2447,"en",3.721272,"2006-12-01",0,"The Nativity Story",6.4,35,"History","Temple Hill Entertainment","United States of America","Keisha Castle-Hughes","Oscar Isaac"
"1408",1408,4e+07,10066,"en",17.157738,"2005-04-30",68766121,"House of Wax",5.5,677,"Horror","Warner Bros.","United States of America","Elisha Cuthbert","Paris Hilton"
"1409",1409,2.7e+07,2288,"en",22.636908,"2004-12-01",115505027,"Closer",6.7,811,"Romance","Columbia Pictures","United States of America","Julia Roberts","Jude Law"
"1410",1410,3.5e+07,88794,"en",28.069419,"2011-11-09",84606030,"J. Edgar",6,741,"History","Wintergreen Productions","United States of America","Leonardo DiCaprio","Josh Hamilton"
"1411",1411,3.5e+07,13515,"en",19.774543,"2008-08-15",72436439,"Mirrors",6,485,"Thriller","Regency Enterprises","United States of America","Kiefer Sutherland","Paula Patton"
"1412",1412,3.5e+07,11979,"en",11.644243,"2002-02-10",45479110,"Queen of the Damned",5.4,239,"Horror","WV Films LLC","United States of America","Stuart Townsend","Aaliyah"
"1413",1413,3.5e+07,169,"en",27.934978,"1990-11-20",57120318,"Predator 2",5.9,730,"Thriller","Twentieth Century Fox Film Corporation","United States of America","Kevin Peter Hall","Danny Glover"
"1414",1414,3.5e+07,8090,"en",12.677505,"2008-01-22",32483410,"Untraceable",5.9,238,"Drama","Screen Gems","United States of America","Diane Lane","Billy Burke"
"1415",1415,3.5e+07,11622,"en",8.737058,"1999-02-12",40263020,"Blast from the Past",6.3,245,"Romance","New Line Cinema","United States of America","Brendan Fraser","Alicia Silverstone"
"1416",1416,3.5e+07,3604,"en",12.343507,"1980-09-01",27107960,"Flash Gordon",6.1,233,"Science Fiction","Starling Films","United States of America","Sam J. Jones","Melody Anderson"
"1417",1417,3.5e+07,9541,"en",14.699342,"2004-03-25",36098382,"Jersey Girl",5.8,325,"Romance","View Askew Productions","United States of America","Ben Affleck","Raquel Castro"
"1418",1418,4.5e+07,94348,"en",14.513243,"2012-10-18",30353232,"Alex Cross",5.1,300,"Thriller","Summit Entertainment","United States of America","Tyler Perry","Rachel Nichols"
"1419",1419,3.5e+07,8197,"en",5.525544,"1997-11-21",25105255,"Midnight in the Garden of Good and Evil",6.3,157,"Thriller","Warner Bros.","United States of America","John Cusack","Kevin Spacey"
"1420",1420,8900000,336004,"en",15.079993,"2015-11-13",4100000,"Heist",5.6,318,"Thriller","Tri Vision Pictures","United States of America","Jeffrey Dean Morgan","Robert De Niro"
"1421",1421,3.5e+07,35019,"en",23.835055,"2010-03-26",93246388,"Nanny McPhee and the Big Bang",6,436,"Fantasy","Working Title Films","United States of America","Emma Thompson","Asa Butterfield"
"1422",1422,3.5e+07,10410,"en",5.926966,"1992-12-25",0,"Hoffa",6.1,81,"History","Twentieth Century Fox Film Corporation","United States of America","Jack Nicholson","Danny DeVito"
"1423",1423,3e+07,8836,"en",25.454549,"2008-07-24",68369434,"The X Files: I Want to Believe",5.5,523,"Thriller","Twentieth Century Fox Film Corporation","United States of America","David Duchovny","Gillian Anderson"
"1424",1424,3.1e+07,14442,"en",22.71592,"2004-04-09",27388767,"Ella Enchanted",5.9,437,"Fantasy","World 2000 Entertainment","United Kingdom","Anne Hathaway","Hugh Dancy"
"1425",1425,3.5e+07,321741,"en",35.120736,"2015-11-12",50363790,"Concussion",7,823,"Drama","Village Roadshow Pictures","United States of America","Will Smith","Alec Baldwin"
"1426",1426,3.5e+07,59965,"en",19.893646,"2011-09-22",82087155,"Abduction",5.6,961,"Thriller","Vertigo Entertainment","United States of America","Taylor Lautner","Lily Collins"
"1427",1427,3.5e+07,14175,"en",14.051852,"2005-03-25",19478106,"Valiant",5.2,235,"Family","Vanguard Films","United Kingdom","Ewan McGregor","Ricky Gervais"
"1428",1428,3.5e+07,11004,"en",9.011729,"2000-02-22",0,"Wonder Boys",6.9,161,"Drama","Toho-Towa","United States of America","Michael Douglas","Tobey Maguire"
"1429",1429,3.5e+07,11918,"en",19.088655,"2008-03-27",25871834,"Superhero Movie",4.9,379,"Science Fiction","Dimension Films","United States of America","Drake Bell","Sara Paxton"
"1430",1430,5.6e+07,98357,"en",29.490057,"2013-01-18",19701164,"Broken City",5.7,593,"Thriller","Regency Enterprises","United States of America","Mark Wahlberg","Russell Crowe"
"1431",1431,3.5e+07,10012,"en",11.195593,"2005-02-25",19294901,"Cursed",5.1,167,"Horror","Outerbanks Entertainment","United States of America","Portia de Rossi","Christina Ricci"
"1432",1432,3.5e+07,49526,"en",17.709888,"2012-08-24",31083599,"Premium Rush",6.2,832,"Thriller","Pariah Entertainment Group","United States of America","Joseph Gordon-Levitt","Michael Shannon"
"1433",1433,3.5e+07,268920,"en",18.262017,"2015-05-08",51680201,"Hot Pursuit",5.4,647,"Crime","Warner Bros.","United States of America","Reese Witherspoon","Sofía Vergara"
"1434",1434,3.5e+07,9093,"en",10.10364,"2002-09-08",29882645,"The Four Feathers",6.5,159,"War","Paramount Pictures","United States of America","Heath Ledger","Wes Bentley"
"1435",1435,3.5e+07,119283,"en",28.670477,"2013-01-23",46216641,"Parker",5.7,1455,"Crime","SND","United States of America","Jason Statham","Jennifer Lopez"
"1436",1436,3.1e+07,11823,"en",16.736734,"2004-09-13",41512007,"Wimbledon",6,293,"Romance","Universal Pictures","United Kingdom","Kirsten Dunst","Paul Bettany"
"1437",1437,3.5e+07,35169,"en",13.668633,"2010-04-02",39340177,"Furry Vengeance",4.6,149,"Comedy","Summit Entertainment","United States of America","Brendan Fraser","Ken Jeong"
"1438",1438,3e+07,118957,"en",9.780588,"2012-09-05",0,"Bait",5.3,191,"Thriller","Story Bridge Films","Singapore","Sharni Vinson","Phoebe Tonkin"
"1439",1439,2.7e+07,849,"en",9.904881,"1983-07-29",16519460,"Krull",5.8,129,"Fantasy","Columbia Pictures Corporation","United States of America","Ken Marshall","Lysette Anthony"
"1440",1440,3.5e+07,4515,"en",9.789027,"2007-10-22",63215872,"Lions for Lambs",6,216,"History","Wildwood Enterprises","United States of America","Robert Redford","Meryl Streep"
